Color Palettes
175, 175, 211, 211, 154, 154, 36, 36, 80, 80, // blue
70, 70, 12, 12, 230, 230, 95, 95, 23, 23, // green"
"27, 27, 252, 252, 15, 15, 164, 164, 53, 53, // red
245, 245, 251, 251, 107, 107, 246, 246, 203, 203, // blue
227, 227, 97, 97, 167, 167, 213, 213, 90, 90, // green"
"100, 100, 27, 27, 204, 204, 151, 151, 201, 201, // red
253, 253, 174, 174, 204, 204, 194, 194, 241, 241, // blue
55, 55, 30, 30, 89, 89, 198, 198, 183, 183, // green"
"206, 206, 131, 131, 85, 85, 84, 84, 5, 5, // red
216, 216, 209, 209, 49, 49, 164, 164, 195, 195, // blue
180, 180, 238, 238, 154, 154, 65, 65, 52, 52, // green"
"49, 49, 224, 224, 242, 242, 167, 167, 113, 113, // red
7, 7, 212, 212, 247, 247, 247, 247, 139, 139, // blue
121, 121, 217, 217, 152, 152, 239, 239, 121, 121, // green"
"238, 238, 107, 107, 180, 180, 81, 81, 43, 43, // red
21, 21, 237, 237, 241, 241, 245, 245, 200, 200, // blue
196, 196, 127, 127, 153, 153, 113, 113, 237, 237, // green"
"184, 184, 152, 152, 137, 137, 115, 115, 5, 5, // red
61, 61, 23, 23, 233, 233, 232, 232, 219, 219, // blue
106, 106, 159, 159, 142, 142, 161, 161, 53, 53, // green"
"29, 29, 217, 217, 42, 42, 25, 25, 209, 209, // red
11, 11, 67, 67, 179, 179, 113, 113, 244, 244, // blue
145, 145, 120, 120, 75, 75, 110, 110, 248, 248, // green"
"102, 102, 233, 233, 204, 204, 187, 187, 230, 230, // red
140, 140, 24, 24, 222, 222, 81, 81, 172, 172, // blue
94, 94, 158, 158, 159, 159, 26, 26, 64, 64, // green"
"13, 13, 97, 97, 113, 113, 254, 254, 52, 52, // red
106, 106, 96, 96, 246, 246, 97, 97, 215, 215, // blue
205, 205, 20, 20, 81, 81, 97, 97, 161, 161, // green"
"156, 156, 175, 175, 225, 225, 209, 209, 185, 185, // red
103, 103, 102, 102, 101, 101, 216, 216, 177, 177, // blue
176, 176, 18, 18, 123, 123, 120, 120, 86, 86, // green"
"215, 215, 16, 16, 150, 150, 143, 143, 182, 182, // red
8, 8, 89, 89, 79, 79, 130, 130, 151, 151, // blue
154, 154, 0, 0, 232, 232, 111, 111, 84, 84, // green"
"67, 67, 203, 203, 236, 236, 147, 147, 44, 44, // red
105, 105, 138, 138, 134, 134, 227, 227, 163, 163, // blue
137, 137, 39, 39, 216, 216, 251, 251, 127, 127, // green"
"254, 254, 213, 213, 109, 109, 151, 151, 51, 51, // red
114, 114, 57, 57, 164, 164, 73, 73, 65, 65, // blue
105, 105, 48, 48, 68, 68, 251, 251, 19, 19, // green"
"184, 184, 69, 69, 35, 35, 114, 114, 12, 12, // red
102, 102, 29, 29, 245, 245, 172, 172, 211, 211, // blue
145, 145, 251, 251, 115, 115, 107, 107, 108, 108, // green"
"132, 132, 200, 200, 39, 39, 186, 186, 47, 47, // red
0, 0, 196, 196, 241, 241, 28, 28, 13, 13, // blue
141, 141, 181, 181, 122, 122, 186, 186, 176, 176, // green"
"48, 48, 96, 96, 125, 125, 56, 56, 23, 23, // red
195, 195, 33, 33, 252, 252, 107, 107, 190, 190, // blue
82, 82, 179, 179, 6, 6, 43, 43, 171, 171, // green"
"236, 236, 53, 53, 44, 44, 243, 243, 47, 47, // red
86, 86, 192, 192, 48, 48, 5, 5, 169, 169, // blue
158, 158, 196, 196, 119, 119, 212, 212, 209, 209, // green"
"79, 79, 127, 127, 154, 154, 28, 28, 225, 225, // red
208, 208, 5, 5, 96, 96, 105, 105, 175, 175, // blue
233, 233, 9, 9, 165, 165, 249, 249, 24, 24, // green"
"91, 91, 57, 57, 57, 57, 4, 4, 165, 165, // red
94, 94, 22, 22, 77, 77, 157, 157, 187, 187, // blue
57, 57, 126, 126, 3, 3, 174, 174, 16, 16, // green"
"187, 187, 129, 129, 169, 169, 129, 129, 21, 21, // red
71, 71, 20, 20, 49, 49, 250, 250, 49, 49, // blue
121, 121, 252, 252, 69, 69, 158, 158, 117, 117, // green"
"182, 182, 138, 138, 49, 49, 231, 231, 140, 140, // red
78, 78, 23, 23, 174, 174, 24, 24, 216, 216, // blue
188, 188, 162, 162, 127, 127, 151, 151, 49, 49, // green"
"179, 179, 148, 148, 31, 31, 93, 93, 91, 91, // red
15, 15, 198, 198, 49, 49, 73, 73, 232, 232, // blue
112, 112, 100, 100, 94, 94, 230, 230, 50, 50, // green"
"111, 111, 77, 77, 157, 157, 88, 88, 68, 68, // red
93, 93, 123, 123, 243, 243, 80, 80, 191, 191, // blue
147, 147, 130, 130, 64, 64, 84, 84, 26, 26, // green"
"51, 51, 87, 87, 18, 18, 16, 16, 235, 235, // red
94, 94, 212, 212, 52, 52, 53, 53, 236, 236, // blue
211, 211, 95, 95, 41, 41, 38, 38, 157, 157, // green"
"158, 158, 47, 47, 208, 208, 196, 196, 199, 199, // red
106, 106, 41, 41, 199, 199, 133, 133, 215, 215, // blue
142, 142, 79, 79, 199, 199, 104, 104, 139, 139, // green"
"108, 108, 111, 111, 170, 170, 20, 20, 213, 213, // red
3, 3, 66, 66, 221, 221, 211, 211, 86, 86, // blue
55, 55, 182, 182, 86, 86, 153, 153, 55, 55, // green"
"16, 16, 212, 212, 157, 157, 9, 9, 204, 204, // red
172, 172, 70, 70, 28, 28, 241, 241, 159, 159, // blue
90, 90, 159, 159, 47, 47, 137, 137, 136, 136, // green"
"85, 85, 141, 141, 64, 64, 235, 235, 64, 64, // red
133, 133, 69, 69, 139, 139, 172, 172, 6, 6, // blue
115, 115, 253, 253, 83, 83, 61, 61, 239, 239, // green"
"19, 19, 76, 76, 70, 70, 58, 58, 183, 183, // red
54, 54, 151, 151, 227, 227, 89, 89, 205, 205, // blue
129, 129, 169, 169, 164, 164, 214, 214, 222, 222, // green"
"163, 163, 14, 14, 31, 31, 99, 99, 66, 66, // red
36, 36, 74, 74, 109, 109, 33, 33, 31, 31, // blue
138, 138, 248, 248, 132, 132, 110, 110, 124, 124, // green"
"252, 252, 201, 201, 105, 105, 124, 124, 156, 156, // red
132, 132, 33, 33, 219, 219, 24, 24, 22, 22, // blue
235, 235, 110, 110, 160, 160, 123, 123, 47, 47, // green"
"133, 133, 36, 36, 20, 20, 5, 5, 163, 163, // red
63, 63, 55, 55, 230, 230, 7, 7, 74, 74, // blue
186, 186, 118, 118, 216, 216, 202, 202, 10, 10, // green"
"19, 19, 158, 158, 229, 229, 218, 218, 13, 13, // red
62, 62, 107, 107, 26, 26, 26, 26, 73, 73, // blue
132, 132, 119, 119, 129, 129, 32, 32, 158, 158, // green"
"231, 231, 98, 98, 124, 124, 47, 47, 223, 223, // red
96, 96, 135, 135, 202, 202, 100, 100, 161, 161, // blue
233, 233, 238, 238, 53, 53, 223, 223, 187, 187, // green"
"135, 135, 220, 220, 170, 170, 33, 33, 117, 117, // red
180, 180, 196, 196, 172, 172, 248, 248, 9, 9, // blue
187, 187, 227, 227, 190, 190, 70, 70, 159, 159, // green"
"85, 85, 125, 125, 199, 199, 149, 149, 40, 40, // red
139, 139, 172, 172, 133, 133, 12, 12, 87, 87, // blue
107, 107, 17, 17, 225, 225, 13, 13, 211, 211, // green"
"125, 125, 196, 196, 168, 168, 133, 133, 171, 171, // red
2, 2, 188, 188, 185, 185, 89, 89, 236, 236, // blue
50, 50, 4, 4, 78, 78, 249, 249, 189, 189, // green"
"155, 155, 204, 204, 103, 103, 255, 255, 62, 62, // red
182, 182, 208, 208, 108, 108, 160, 160, 245, 245, // blue
180, 180, 63, 63, 217, 217, 130, 130, 58, 58, // green"
"151, 151, 9, 9, 206, 206, 66, 66, 237, 237, // red
204, 204, 226, 226, 119, 119, 38, 38, 136, 136, // blue
69, 69, 238, 238, 103, 103, 189, 189, 87, 87, // green"
"67, 67, 179, 179, 233, 233, 36, 36, 152, 152, // red
22, 22, 213, 213, 151, 151, 17, 17, 137, 137, // blue
154, 154, 201, 201, 158, 158, 16, 16, 60, 60, // green"
"195, 195, 60, 60, 162, 162, 245, 245, 147, 147, // red
143, 143, 191, 191, 148, 148, 72, 72, 153, 153, // blue
154, 154, 137, 137, 98, 98, 223, 223, 162, 162, // green"
"225, 225, 141, 141, 177, 177, 82, 82, 243, 243, // red
236, 236, 225, 225, 9, 9, 118, 118, 77, 77, // blue
67, 67, 241, 241, 186, 186, 110, 110, 15, 15, // green"
"19, 19, 38, 38, 203, 203, 213, 213, 117, 117, // red
62, 62, 55, 55, 248, 248, 161, 161, 86, 86, // blue
191, 191, 221, 221, 66, 66, 138, 138, 203, 203, // green"
"7, 7, 127, 127, 137, 137, 72, 72, 48, 48, // red
93, 93, 210, 210, 37, 37, 255, 255, 202, 202, // blue
64, 64, 22, 22, 144, 144, 4, 4, 100, 100, // green"
"181, 181, 128, 128, 254, 254, 33, 33, 39, 39, // red
16, 16, 131, 131, 82, 82, 118, 118, 66, 66, // blue
143, 143, 212, 212, 39, 39, 105, 105, 138, 138, // green"
"126, 126, 11, 11, 181, 181, 91, 91, 134, 134, // red
80, 80, 250, 250, 242, 242, 123, 123, 122, 122, // blue
65, 65, 249, 249, 66, 66, 19, 19, 254, 254, // green"
"159, 159, 66, 66, 88, 88, 216, 216, 163, 163, // red
2, 2, 50, 50, 37, 37, 254, 254, 185, 185, // blue
159, 159, 30, 30, 45, 45, 215, 215, 147, 147, // green"
"178, 178, 76, 76, 216, 216, 129, 129, 220, 220, // red
144, 144, 53, 53, 103, 103, 71, 71, 202, 202, // blue
47, 47, 223, 223, 208, 208, 10, 10, 172, 172, // green"
"87, 87, 52, 52, 46, 46, 182, 182, 29, 29, // red
112, 112, 19, 19, 120, 120, 158, 158, 164, 164, // blue
156, 156, 120, 120, 145, 145, 117, 117, 49, 49, // green"
"106, 106, 52, 52, 91, 91, 254, 254, 196, 196, // red
19, 19, 104, 104, 254, 254, 152, 152, 196, 196, // blue
219, 219, 189, 189, 14, 14, 25, 25, 26, 26, // green"
"165, 165, 56, 56, 143, 143, 183, 183, 57, 57, // red
70, 70, 91, 91, 250, 250, 20, 20, 32, 32, // blue
197, 197, 86, 86, 208, 208, 185, 185, 195, 195, // green"
"205, 205, 92, 92, 116, 116, 136, 136, 192, 192, // red
51, 51, 111, 111, 216, 216, 46, 46, 171, 171, // blue
142, 142, 77, 77, 131, 131, 204, 204, 128, 128, // green"
"7, 7, 44, 44, 252, 252, 181, 181, 174, 174, // red
53, 53, 34, 34, 81, 81, 60, 60, 225, 225, // blue
58, 58, 209, 209, 190, 190, 118, 118, 149, 149, // green"
"53, 53, 79, 79, 126, 126, 13, 13, 79, 79, // red
40, 40, 81, 81, 207, 207, 136, 136, 123, 123, // blue
48, 48, 252, 252, 29, 29, 210, 210, 227, 227, // green"
"3, 3, 110, 110, 88, 88, 134, 134, 53, 53, // red
227, 227, 92, 92, 126, 126, 30, 30, 102, 102, // blue
118, 118, 171, 171, 30, 30, 121, 121, 249, 249, // green"
"156, 156, 30, 30, 247, 247, 96, 96, 129, 129, // red
151, 151, 127, 127, 13, 13, 60, 60, 160, 160, // blue
41, 41, 113, 113, 132, 132, 67, 67, 195, 195, // green"
"115, 115, 83, 83, 244, 244, 228, 228, 80, 80, // red
172, 172, 29, 29, 40, 40, 71, 71, 194, 194, // blue
51, 51, 115, 115, 17, 17, 86, 86, 215, 215, // green"
"57, 57, 124, 124, 59, 59, 7, 7, 37, 37, // red
229, 229, 40, 40, 113, 113, 213, 213, 29, 29, // blue
175, 175, 234, 234, 14, 14, 190, 190, 99, 99, // green"
"154, 154, 229, 229, 148, 148, 203, 203, 165, 165, // red
140, 140, 176, 176, 198, 198, 184, 184, 6, 6, // blue
158, 158, 213, 213, 168, 168, 196, 196, 13, 13, // green"
"196, 196, 210, 210, 138, 138, 186, 186, 161, 161, // red
117, 117, 242, 242, 192, 192, 8, 8, 91, 91, // blue
20, 20, 10, 10, 171, 171, 125, 125, 60, 60, // green"
"254, 254, 0, 0, 121, 121, 200, 200, 51, 51, // red
133, 133, 181, 181, 129, 129, 204, 204, 228, 228, // blue
157, 157, 55, 55, 237, 237, 226, 226, 48, 48, // green"
"133, 133, 224, 224, 27, 27, 200, 200, 37, 37, // red
63, 63, 75, 75, 173, 173, 19, 19, 73, 73, // blue
128, 128, 143, 143, 115, 115, 192, 192, 77, 77, // green"
"86, 86, 105, 105, 202, 202, 11, 11, 123, 123, // red
26, 26, 82, 82, 15, 15, 104, 104, 131, 131, // blue
2, 2, 241, 241, 229, 229, 26, 26, 216, 216, // green"
"108, 108, 22, 22, 139, 139, 241, 241, 122, 122, // red
116, 116, 191, 191, 160, 160, 73, 73, 28, 28, // blue
166, 166, 251, 251, 155, 155, 250, 250, 10, 10, // green"
"227, 227, 238, 238, 235, 235, 66, 66, 202, 202, // red
112, 112, 183, 183, 124, 124, 96, 96, 115, 115, // blue
234, 234, 144, 144, 141, 141, 180, 180, 95, 95, // green"
"233, 233, 225, 225, 70, 70, 253, 253, 136, 136, // red
67, 67, 152, 152, 153, 153, 203, 203, 150, 150, // blue
117, 117, 123, 123, 162, 162, 155, 155, 231, 231, // green"
"152, 152, 71, 71, 43, 43, 102, 102, 16, 16, // red
81, 81, 104, 104, 84, 84, 141, 141, 235, 235, // blue
231, 231, 7, 7, 204, 204, 198, 198, 250, 250, // green"
"253, 253, 239, 239, 5, 5, 21, 21, 76, 76, // red
181, 181, 110, 110, 46, 46, 193, 193, 104, 104, // blue
255, 255, 6, 6, 26, 26, 107, 107, 27, 27, // green"
"126, 126, 202, 202, 95, 95, 40, 40, 118, 118, // red
204, 204, 206, 206, 170, 170, 214, 214, 191, 191, // blue
76, 76, 4, 4, 211, 211, 207, 207, 252, 252, // green"
"245, 245, 97, 97, 119, 119, 117, 117, 184, 184, // red
200, 200, 11, 11, 69, 69, 52, 52, 97, 97, // blue
163, 163, 31, 31, 142, 142, 183, 183, 55, 55, // green"
"254, 254, 104, 104, 228, 228, 235, 235, 150, 150, // red
57, 57, 133, 133, 36, 36, 143, 143, 165, 165, // blue
182, 182, 20, 20, 1, 1, 213, 213, 68, 68, // green"
"81, 81, 253, 253, 180, 180, 131, 131, 24, 24, // red
45, 45, 68, 68, 48, 48, 224, 224, 141, 141, // blue
173, 173, 248, 248, 113, 113, 147, 147, 98, 98, // green"
"123, 123, 13, 13, 53, 53, 252, 252, 230, 230, // red
189, 189, 75, 75, 117, 117, 214, 214, 28, 28, // blue
113, 113, 220, 220, 2, 2, 153, 153, 128, 128, // green"
"229, 229, 232, 232, 187, 187, 84, 84, 13, 13, // red
180, 180, 119, 119, 135, 135, 162, 162, 163, 163, // blue
221, 221, 58, 58, 58, 58, 165, 165, 204, 204, // green"
"246, 246, 212, 212, 231, 231, 5, 5, 217, 217, // red
39, 39, 76, 76, 162, 162, 49, 49, 77, 77, // blue
75, 75, 26, 26, 43, 43, 132, 132, 249, 249, // green"
"196, 196, 91, 91, 37, 37, 199, 199, 199, 199, // red
132, 132, 126, 126, 38, 38, 182, 182, 213, 213, // blue
72, 72, 78, 78, 30, 30, 234, 234, 45, 45, // green"
"42, 42, 230, 230, 26, 26, 74, 74, 237, 237, // red
163, 163, 51, 51, 51, 51, 193, 193, 148, 148, // blue
135, 135, 89, 89, 33, 33, 105, 105, 225, 225, // green"
"164, 164, 111, 111, 99, 99, 169, 169, 132, 132, // red
128, 128, 183, 183, 200, 200, 254, 254, 127, 127, // blue
251, 251, 233, 233, 236, 236, 42, 42, 180, 180, // green"
"48, 48, 205, 205, 222, 222, 178, 178, 105, 105, // red
102, 102, 199, 199, 63, 63, 29, 29, 41, 41, // blue
179, 179, 117, 117, 139, 139, 107, 107, 39, 39, // green"
"49, 49, 171, 171, 226, 226, 37, 37, 227, 227, // red
75, 75, 106, 106, 38, 38, 97, 97, 172, 172, // blue
147, 147, 151, 151, 2, 2, 171, 171, 86, 86, // green"
"75, 75, 201, 201, 162, 162, 59, 59, 100, 100, // red
243, 243, 23, 23, 87, 87, 4, 4, 56, 56, // blue
223, 223, 32, 32, 60, 60, 157, 157, 43, 43, // green"
"51, 51, 21, 21, 142, 142, 211, 211, 179, 179, // red
5, 5, 227, 227, 157, 157, 2, 2, 255, 255, // blue
37, 37, 198, 198, 143, 143, 4, 4, 142, 142, // green"
"21, 21, 15, 15, 121, 121, 149, 149, 122, 122, // red
21, 21, 245, 245, 161, 161, 137, 137, 175, 175, // blue
3, 3, 215, 215, 67, 67, 34, 34, 52, 52, // green"
"74, 74, 32, 32, 186, 186, 17, 17, 118, 118, // red
110, 110, 37, 37, 129, 129, 207, 207, 200, 200, // blue
51, 51, 34, 34, 15, 15, 201, 201, 65, 65, // green"
"191, 191, 168, 168, 230, 230, 45, 45, 163, 163, // red
180, 180, 219, 219, 101, 101, 246, 246, 90, 90, // blue
85, 85, 195, 195, 190, 190, 163, 163, 81, 81, // green"
"77, 77, 134, 134, 195, 195, 49, 49, 183, 183, // red
67, 67, 200, 200, 219, 219, 220, 220, 115, 115, // blue
170, 170, 113, 113, 5, 5, 211, 211, 36, 36, // green"
"218, 218, 148, 148, 216, 216, 212, 212, 147, 147, // red
81, 81, 251, 251, 247, 247, 240, 240, 48, 48, // blue
22, 22, 39, 39, 62, 62, 81, 81, 224, 224, // green"
"77, 77, 204, 204, 73, 73, 62, 62, 38, 38, // red
206, 206, 161, 161, 209, 209, 24, 24, 203, 203, // blue
113, 113, 99, 99, 68, 68, 245, 245, 118, 118, // green"
"119, 119, 189, 189, 126, 126, 201, 201, 80, 80, // red
112, 112, 86, 86, 64, 64, 11, 11, 147, 147, // blue
196, 196, 71, 71, 230, 230, 54, 54, 16, 16, // green"
"181, 181, 215, 215, 223, 223, 63, 63, 215, 215, // red
166, 166, 121, 121, 138, 138, 6, 6, 212, 212, // blue
200, 200, 152, 152, 192, 192, 133, 133, 205, 205, // green"
"95, 95, 63, 63, 204, 204, 146, 146, 83, 83, // red
89, 89, 95, 95, 203, 203, 29, 29, 47, 47, // blue
182, 182, 171, 171, 191, 191, 241, 241, 230, 230, // green"
"145, 145, 94, 94, 189, 189, 55, 55, 184, 184, // red
249, 249, 125, 125, 100, 100, 7, 7, 127, 127, // blue
40, 40, 187, 187, 57, 57, 209, 209, 141, 141, // green"
"85, 85, 242, 242, 151, 151, 92, 92, 34, 34, // red
110, 110, 230, 230, 149, 149, 197, 197, 175, 175, // blue
219, 219, 62, 62, 64, 64, 237, 237, 45, 45, // green"
"72, 72, 186, 186, 197, 197, 133, 133, 220, 220, // red
198, 198, 140, 140, 134, 134, 92, 92, 9, 9, // blue
252, 252, 56, 56, 51, 51, 78, 78, 195, 195, // green"
"52, 52, 89, 89, 207, 207, 99, 99, 194, 194, // red
31, 31, 73, 73, 162, 162, 187, 187, 214, 214, // blue
37, 37, 231, 231, 252, 252, 109, 109, 225, 225, // green"
"124, 124, 7, 7, 3, 3, 146, 146, 253, 253, // red
116, 116, 29, 29, 103, 103, 182, 182, 187, 187, // blue
49, 49, 77, 77, 175, 175, 49, 49, 185, 185, // green"
"69, 69, 157, 157, 9, 9, 246, 246, 25, 25, // red
103, 103, 187, 187, 230, 230, 244, 244, 152, 152, // blue
166, 166, 95, 95, 42, 42, 160, 160, 28, 28, // green"
"202, 202, 93, 93, 240, 240, 66, 66, 6, 6, // red
246, 246, 55, 55, 48, 48, 192, 192, 60, 60, // blue
80, 80, 174, 174, 18, 18, 214, 214, 161, 161, // green"
"52, 52, 35, 35, 156, 156, 35, 35, 97, 97, // red
47, 47, 109, 109, 120, 120, 108, 108, 69, 69, // blue
62, 62, 16, 16, 5, 5, 240, 240, 114, 114, // green"
"204, 204, 183, 183, 193, 193, 131, 131, 150, 150, // red
218, 218, 121, 121, 245, 245, 62, 62, 15, 15, // blue
141, 141, 129, 129, 106, 106, 58, 58, 231, 231, // green"
"59, 59, 124, 124, 60, 60, 161, 161, 99, 99, // red
50, 50, 33, 33, 211, 211, 67, 67, 113, 113, // blue
90, 90, 11, 11, 110, 110, 41, 41, 73, 73, // green"
"73, 73, 48, 48, 94, 94, 98, 98, 73, 73, // red
152, 152, 9, 9, 129, 129, 173, 173, 137, 137, // blue
108, 108, 223, 223, 251, 251, 39, 39, 109, 109, // green"
"27, 27, 179, 179, 12, 12, 9, 9, 195, 195, // red
90, 90, 255, 255, 173, 173, 166, 166, 32, 32, // blue
64, 64, 245, 245, 216, 216, 65, 65, 240, 240, // green"
"102, 102, 161, 161, 188, 188, 149, 149, 1, 1, // red
92, 92, 154, 154, 226, 226, 22, 22, 250, 250, // blue
61, 61, 191, 191, 21, 21, 159, 159, 19, 19, // green"
"50, 50, 8, 8, 12, 12, 226, 226, 196, 196, // red
134, 134, 36, 36, 210, 210, 217, 217, 143, 143, // blue
167, 167, 111, 111, 188, 188, 176, 176, 68, 68, // green"
"126, 126, 237, 237, 201, 201, 122, 122, 31, 31, // red
153, 153, 47, 47, 168, 168, 17, 17, 242, 242, // blue
179, 179, 89, 89, 8, 8, 140, 140, 29, 29, // green"
"225, 225, 31, 31, 0, 0, 178, 178, 61, 61, // red
151, 151, 28, 28, 36, 36, 15, 15, 182, 182, // blue
150, 150, 7, 7, 77, 77, 137, 137, 63, 63, // green"
"82, 82, 77, 77, 66, 66, 194, 194, 187, 187, // red
168, 168, 115, 115, 216, 216, 8, 8, 8, 8, // blue
39, 39, 53, 53, 43, 43, 32, 32, 66, 66, // green"
"194, 194, 116, 116, 228, 228, 167, 167, 99, 99, // red
51, 51, 192, 192, 18, 18, 59, 59, 119, 119, // blue
6, 6, 247, 247, 59, 59, 97, 97, 255, 255, // green"
"137, 137, 136, 136, 210, 210, 117, 117, 48, 48, // red
171, 171, 231, 231, 89, 89, 102, 102, 172, 172, // blue
82, 82, 61, 61, 112, 112, 16, 16, 105, 105, // green"
"17, 17, 237, 237, 35, 35, 237, 237, 122, 122, // red
81, 81, 160, 160, 88, 88, 207, 207, 42, 42, // blue
10, 10, 120, 120, 158, 158, 111, 111, 110, 110, // green"
"11, 11, 102, 102, 1, 1, 80, 80, 206, 206, // red
11, 11, 38, 38, 102, 102, 122, 122, 180, 180, // blue
45, 45, 42, 42, 113, 113, 55, 55, 4, 4, // green"
"1, 1, 202, 202, 96, 96, 26, 26, 52, 52, // red
95, 95, 221, 221, 59, 59, 2, 2, 139, 139, // blue
246, 246, 55, 55, 249, 249, 11, 11, 254, 254, // green"
"130, 130, 34, 34, 41, 41, 20, 20, 40, 40, // red
120, 120, 250, 250, 230, 230, 12, 12, 254, 254, // blue
133, 133, 116, 116, 210, 210, 12, 12, 254, 254, // green"
"219, 219, 25, 25, 80, 80, 194, 194, 45, 45, // red
95, 95, 230, 230, 130, 130, 39, 39, 55, 55, // blue
11, 11, 136, 136, 156, 156, 151, 151, 50, 50, // green"
"28, 28, 205, 205, 234, 234, 189, 189, 49, 49, // red
86, 86, 213, 213, 40, 40, 172, 172, 142, 142, // blue
12, 12, 94, 94, 189, 189, 27, 27, 226, 226, // green"
"41, 41, 237, 237, 162, 162, 124, 124, 134, 134, // red
54, 54, 19, 19, 57, 57, 145, 145, 152, 152, // blue
122, 122, 213, 213, 252, 252, 246, 246, 193, 193, // green"
"42, 42, 181, 181, 42, 42, 27, 27, 248, 248, // red
131, 131, 173, 173, 180, 180, 140, 140, 250, 250, // blue
54, 54, 120, 120, 32, 32, 24, 24, 231, 231, // green"
"112, 112, 152, 152, 158, 158, 120, 120, 114, 114, // red
34, 34, 217, 217, 49, 49, 189, 189, 65, 65, // blue
187, 187, 17, 17, 14, 14, 233, 233, 62, 62, // green"
"148, 148, 5, 5, 208, 208, 127, 127, 200, 200, // red
179, 179, 18, 18, 110, 110, 184, 184, 175, 175, // blue
26, 26, 155, 155, 226, 226, 192, 192, 237, 237, // green"
"226, 226, 195, 195, 6, 6, 134, 134, 43, 43, // red
183, 183, 176, 176, 219, 219, 164, 164, 250, 250, // blue
188, 188, 201, 201, 128, 128, 170, 170, 184, 184, // green"
"53, 53, 91, 91, 10, 10, 107, 107, 122, 122, // red
13, 13, 93, 93, 89, 89, 246, 246, 16, 16, // blue
137, 137, 94, 94, 48, 48, 106, 106, 170, 170, // green"
"138, 138, 245, 245, 57, 57, 159, 159, 4, 4, // red
81, 81, 26, 26, 15, 15, 73, 73, 93, 93, // blue
164, 164, 184, 184, 161, 161, 55, 55, 96, 96, // green"
"149, 149, 86, 86, 107, 107, 87, 87, 12, 12, // red
102, 102, 174, 174, 35, 35, 253, 253, 253, 253, // blue
26, 26, 171, 171, 245, 245, 109, 109, 103, 103, // green"
"223, 223, 197, 197, 160, 160, 225, 225, 151, 151, // red
90, 90, 83, 83, 184, 184, 124, 124, 110, 110, // blue
51, 51, 171, 171, 231, 231, 219, 219, 239, 239, // green"
"14, 14, 37, 37, 242, 242, 46, 46, 244, 244, // red
134, 134, 160, 160, 247, 247, 155, 155, 212, 212, // blue
140, 140, 224, 224, 229, 229, 8, 8, 195, 195, // green"
